"id_lieu","id_local","nom_lieu","ad_lieu","com_lieu","insee","type","date_maj","ouvert","source","Xlong","Ylat","nbre_pl","nbre_pmr","duree","horaires","proprio","lumiere","comm"
"54232-C-003","C-003","Aire de covoiturage de Gondreville","D 400","Gondreville","54232","Aire de covoiturage","2023-09-23","true","200070563","5.9778969","48.6898869","48","1","","24/7","","true",""
"54528-C-004","C-004","Parking Le Comptoir","Avenue de l’Europe","Toul","54528","Parking","2023-09-23","true","200070563","5.9043514","48.6944948","","0","","24/7","","",""
"29213-C-001","C-001","Aire de covoiturage Berven centre","place du champ de foire. 29440 Plouzévédé","PLOUZEVEDE","29213","Aire de covoiturage","2023-08-02","true","491608675","-4.112750","48.605705","","","","","","",""
"29213-C-002","C-002","Mât d'auto-stop Berven centre","place du champ de foire. 29440 Plouzévédé","PLOUZEVEDE","29213","Auto-stop","2023-08-02","true","491608675","-4.112750","48.605705","","","","","","",""
"29074-C-001","C-001","Aire de covoiturage Guimiliau centre","11 rue du Calvaire. 29400 Guimiliau","GUIMILIAU","29074","Aire de covoiturage","2023-08-02","true","491608675","-4.000509","48.487612","","","","","","",""
"29074-C-002","C-002","Mât d'auto-stop Guimiliau centre","11 rue du Calvaire. 29400 Guimiliau","GUIMILIAU","29074","Auto-stop","2023-08-02","true","491608675","-4.000509","48.487612","","","","","","",""
"54232-C-002","C-002","Stade Gondreville","Boulevard de l'Avenir","Gondreville","54232","Parking","2023-07-25","true","200070563","5.9708534","48.6941452","","","","","","true",""
"2A004-C-001","C-001","A Confina","Lieu-dit Stagnacciu (Croisement RT22 - RD31)","AJACCIO","2A004","Supermarché","2019-08-28","true","539830349","8.783403","41.9523692","0","0","","24/7","Prive","true","transport : Bus Muvistrada (2)"
"2A004-C-002","C-002","Geant","Route de Mezzavia","AJACCIO","2A004","Supermarché","2019-08-28","true","200038958","8.774718","41.9502667","0","0","","","Prive","","transport : Bus Muvistrada (2)"
"2A004-C-003","C-003","Socordis","Croisement RT20 - RT21 - RT40","AJACCIO","2A004","Aire de covoiturage","2019-08-28","true","200076958","8.801744","41.9307942","35","0","","24/7","Collectivite de Corse","true","transport : Bastiabus"
"2A004-C-004","C-004","Station-service BP","Route du Ricanto. Croisement RT21 - RD503","AJACCIO","2A004","Supermarché","2019-08-28","true","200076958","8.761640007","41.92940226","0","0","","24/7","Prive","true","transport : Bus Muvistrada (1)"
"2A004-C-005","C-005","Halte ferroviaires des Salines","Boulevard Charles Bonaparte","AJACCIO","2A004","Parking relais","2019-08-28","true","200076958","8.751108031","41.9338384","0","0","","24/7","Collectivite de Corse","true","transport : Bus Muvistrada (2)"
"2A004-C-006","C-006","U Cimiteriu - Cimetiere","Route des Sanguinaires","AJACCIO","2A004","Parking relais","2019-08-28","true","222000028","8.703146","41.9079983","204","3","","24/7","Collectivite de Corse","true","vélo : oui"
"2A006-C-001","C-001","U Serenu","Croisement RD81 - RD161","ALATA","2A006","Supermarché","2019-08-28","true","222000028","8.778097256","41.98121882","0","0","","24/7","Prive","",""
"2A017-C-001","C-001","U Listincu - Listincone","Col du Listincone (Croisement RD81 - RD581 - RD61)","APPIETTO","2A017","Parking","2019-08-28","true","222000028","8.7566936","42.0015011","0","0","","24/7","Collectivite de Corse","",""
"2A032-C-001","C-001","Gifi","Lieu-dit Alivella","BASTELICACCIA","2A032","Parking","2019-08-28","true","200038958","8.8246608","41.913679","0","0","","24/7","Collectivite de Corse","",""
"2A085-C-001","C-001","U Prunelli","RD55","CAURO","2A085","Parking","2019-08-28","true","200038958","8.826397357","41.91052025","0","0","","24/7","Collectivite de Corse et prive","",""
"2A085-C-002","C-002","U Pisciatellu","Croisement RT40 - RD302","CAURO","2A085","Parking","2019-08-28","true","200038958","8.83704451","41.91157705","0","0","","24/7","Collectivite de Corse","",""
"2A085-C-003","C-003","A Benista","Bvd Jeanne-Marie Bozzi","CAURO","2A085","Supermarché","2019-08-28","true","200038958","8.823170103","41.90703809","0","0","","24/7","Prive","",""
"2A209-C-001","C-001","Pharmacie Casabianca","Lieu-dit Confina","PERI","2A209","Supermarché","2019-08-28","true","539830349","8.867738653","42.01034119","0","1","","24/7","Prive","",""
"2A247-C-001","C-001","Gamm Vert","Route de Muratello","PORTO VECCHIO","2A247","Supermarché","2019-08-28","true","539830349","9.265822555","41.59812894","0","0","","","Prive","",""
"2A249-C-001","C-001","SupermarchéCasino","Vigna Majo","PROPRIANO","2A249","Supermarché","2019-08-28","true","200009827","8.91805094","41.67184442","0","0","","","Prive","",""
"2A271-C-001","C-001","U culleghju di Baleone - College de Baleone","Croisement RT20 - RT22","SARROLA CARCOPINO","2A271","Parking","2019-08-28","true","539830349","8.814186899","41.96469823","28","4","","24/7","Collectivite de Corse","true","transport : Train (CFC Effrico) et Bus Muvistrada (college)"
"2A271-C-002","C-002","A Mizana - Mezzana","Gare","SARROLA CARCOPINO","2A271","Parking relais","2019-08-28","true","200076958","8.834890555","41.97926363","50","2","","24/7","Collectivite de Corse","true","transport : Train (CFC Gare de Mezzana)"
"2A271-C-003","C-003","U Giratoghju d'Afa - Giratoire d'Afa","Croisement RT20 - RD161","SARROLA CARCOPINO","2A271","Aire de covoiturage","2019-08-28","true","200076958","8.818963456","41.97129498","0","0","","24/7","Collectivite de Corse","",""
"2A271-C-004","C-004","Caldaniccia","Croisement RT20 - RD72","SARROLA CARCOPINO","2A271","Aire de covoiturage","2019-08-28","true","200076958","8.810805083","41.95233268","0","0","","24/7","Collectivite de Corse","",""
"2A271-C-005","C-005","Spar","Les Eucalyptus","VICO","2A271","Supermarché","2019-08-28","true","539830349","8.701685126","42.11327187","0","0","","24/7","Prive","",""
"2A348-C-001","C-001","Fabrica","Fabrica","ALERIA","2A348","Parking","2019-08-28","true","200033827","9.515394","42.1038186","0","0","","24/7","Prive","false",""
"2B009-C-001","C-001","Parking centre Aleria","Croisement RT10 - RT50","ALERIA","2B009","Parking","2019-08-28","true","200033827","9.5135567","42.1128247","25","0","","24/7","Collectivite de Corse","true",""
"2B009-C-002","C-002","Route d'Aghjone","Croisement RT10 - RD343","ALERIA","2B009","Parking","2019-08-28","true","200033827","9.4844037","42.082492","0","0","","24/7","Prive","false",""
"2B033-C-001","C-001","P+R de Toga","Chemin du Furcone","BASTIA","2B033","Parking relais","2019-08-28","true","539830349","9.452273554","42.70808906","0","0","","24/7","Commune","","transport : Bastiabus"
"2B033-C-002","C-002","Sampieru Corsu","Avenue Sampiero Corso (croisement RT11 - RD264)","BASTIA","2B033","Parking","2019-08-28","true","539830349","9.4449162","42.6773422","11","1","","24/7","Collectivite de Corse","","transport : Bastiabus"
"2B033-C-003","C-003","Monoprix de Lupino","Croisement RT11 et av Liberation","BASTIA","2B033","Parking","2019-08-28","true","539830349","9.4442779","42.6774427","24","0","","24/7","Collectivite de Corse","","transport : Bastiabus"
"2B033-C-004","C-004","P+R front de mer","Route du front de mer","BASTIA","2B033","Parking relais","2019-08-28","true","242000354","9.4459194","42.6864498","0","0","","24/7","Commune","","transport : Train (CFC Lupino) et Bastiabus"
"2B033-C-005","C-005","Place du Marche","Rue Sebastiano d'Alzetto","BASTIA","2B033","Parking","2019-08-28","true","511237794","9.4509029","42.6972375","14","1","","24/7","Commune","","transport : Bastiabus"
"2B033-C-006","C-006","U Portu di Toga - Port de Toga","Port de Toga","BASTIA","2B033","Parking","2019-08-28","true","222000036","9.4537675","42.707582","0","0","","24/7","Collectivite de Corse","","transport : Bastiabus"
"2B034-C-001","C-001","Losari","Lieu-dit Stazzola","BELGODERE","2B034","Parking","2019-08-28","true","200066611","9.02193738","42.63793602","10","0","","","Commune","true",""
"2B037-C-001","C-001","U 4 - Numero 4","Multari. Route Ortale","BIGUGLIA","2B037","Parking","2019-08-28","true","323415372","9.438484383","42.59414581","0","0","","24/7","Collectivite de Corse","","transport : Train (CFC Tragone)"
"2B042-C-001","C-001","Precoju","Echangeur RT11 - Avenue de Borgo","BORGO","2B042","Délaissé routier","2019-08-28","true","242000354","9.44048023","42.56897648","0","0","","24/7","Collectivite de Corse","false",""
"2B050-C-001","C-001","Rond-point de l'aeroport","Croisement RT30 - RD81","CALVI","2B050","Délaissé routier","2019-08-28","true","200066611","8.783158852","42.5496265","10","0","","","Collectivite de Corse","false",""
"2B079-C-001","C-001","Gare Ponte Novu","Ponte Novu","CASTELLO DI ROSTINO","2B079","Parking relais","2019-08-28","true","222000036","9.2799175","42.4805798","0","0","","24/7","Collectivite de Corse","true","transport : Train (CFC Ponte Novu)"
"2B093-C-001","C-001","Curzo","Bocca di Carbonaja","CORBARA","2B093","Délaissé routier","2019-08-28","true","200066611","8.891520805","42.62014208","5","0","","","Collectivite de Corse","",""
"2B120-C-001","C-001","Gare de Furiani","Avenue Sampiero Corso","FURIANI","2B120","Parking","2019-08-28","true","242000354","9.441175808","42.65289043","0","0","","24/7","Collectivite de Corse","true","transport : Train (CFC Gare de Furiani)"
"2B121-C-001","C-001","Pont des 5 arcades","Croisement RD81 - RD351","GALERIA","2B121","Aire de covoiturage","2019-08-28","true","200066611","8.681191629","42.41173041","9","0","","","Commune","true",""
"2B121-C-002","C-002","Galeria","Place de l'Eglise","GALERIA","2B121","Parking","2019-08-28","true","200066611","8.647728221","42.4091886","10","0","","","Commune","true",""
"2B123-C-001","C-001","Le Cintra","Av 9 septembre. croisement RT10 - RD144","GHISONACCIA","2B123","Parking","2019-08-28","true","200033827","9.403644281","42.01189004","43","2","","24/7","Collectivite de Corse","true",""
"2B123-C-002","C-002","Leclerc Ghisonaccia","1030 Av du 9 septembre","GHISONACCIA","2B123","Supermarché","2019-08-28","true","200033827","9.406702167","42.01803055","0","0","","24/7","Prive","true",""
"2B124-C-001","C-001","Place de l'Eglise","","GHISONI","2B124","Parking","2019-08-28","true","200033827","9.212459623","42.1036557","0","0","","24/7","Commune","",""
"2B126-C-001","C-001","Corsigliese","Croisement RT50 - RD14","GIUNCAGGIO","2B126","Parking","2019-08-28","true","200033827","9.4136095","42.1770446","0","0","","24/7","Collectivite de Corse","",""
"2B134-C-001","C-001","Fogata","Col de Fogata","L ILE ROUSSE","2B134","Parking","2019-08-28","true","200066611","8.921297466","42.62795148","10","0","","","Prive","true",""
"2B136-C-001","C-001","Tesa","Croisement RT30 - RD108","LAMA","2B136","Aire de covoiturage","2019-08-28","true","200066611","9.152213863","42.57743681","5","0","","","Collectivite de Corse","false",""
"2B143-C-001","C-001","Mairie Annexe Linguizetta","Tavagliese","LINGUIZZETTA","2B143","Parking","2019-08-28","true","200033827","9.532426","42.197475","0","0","","24/7","Commune","",""
"2B148-C-001","C-001","Gare de Casamozza","","LUCCIANA","2B148","Parking relais","2019-08-28","true","539830349","9.4408232","42.5220319","0","0","","24/7","Collectivite de Corse","","transport : Train (CFC Casamozza)"
"2B148-C-002","C-002","Station-service","Croisement RT20 - RT10","LUCCIANA","2B148","Parking","2019-08-28","true","323415372","9.439794813","42.52077393","0","0","","24/7","Collectivite de Corse","",""
"2B148-C-003","C-003","Corsu di l'aeroportu","Echangeur RT11 - RD507","LUCCIANA","2B148","Délaissé routier","2019-08-28","true","242000354","9.464968422","42.55046649","0","0","","24/7","Collectivite de Corse","",""
"2B148-C-004","C-004","Strada di Figarella","Echangeur RT11 - RD10","LUCCIANA","2B148","Délaissé routier","2019-08-28","true","242000354","9.457523196","42.5364817","0","0","","24/7","Collectivite de Corse","",""
"2B148-C-005","C-005","Carrefour Crocetta","Avenue de Borgo","LUCCIANA","2B148","Supermarché","2019-08-28","true","242000354","9.44156328","42.55021909","0","0","","24/7","Prive","",""
"2B150-C-001","C-001","Lumio","Avenue de la place de l'Eglise","LUMIO","2B150","Parking","2019-08-28","true","200066611","8.832549009","42.58097408","7","2","","","Collectivite de Corse","true",""
"2B169-C-001","C-001","Place de l'eglise","Ponte-Leccia","MOROSAGLIA","2B169","Parking","2019-08-28","true","539830349","9.207787109","42.45982219","0","0","","24/7","Prive","",""
"2B169-C-002","C-002","Centre Commercial Salvarelli","Ponte-Leccia","MOROSAGLIA","2B169","Supermarché","2019-08-28","true","323415372","9.208151699","42.45885744","0","0","","24/7","Prive","",""
"2B169-C-003","C-003","Ripale Cerchio","Lieu-dit Ripale Cerchio. Ponte-Leccia","MOROSAGLIA","2B169","Parking","2019-08-28","true","200076958","9.2083964","42.4652275","0","0","","24/7","Prive Morosaglia (000AB0221)","",""
"2B169-C-004","C-004","Gare Ponte Leccia","Ponte-Leccia","MOROSAGLIA","2B169","Parking relais","2019-08-28","true","222000036","9.2043543","42.4650059","34","2","","24/7","Collectivite de Corse","true","transport : Train (CFC Ponte-Leccia)"
"2B190-C-001","C-001","Maison Battaglini","Cappella Village","OLMI CAPPELLA","2B190","Parking","2019-08-28","true","200066611","9.019964376","42.52851142","5","0","","","Collectivite de Corse","true",""
"2B251-C-001","C-001","Casino Prunelli","Lieu-Dit Baldanaccia","PRUNELLI DI FIUMORBO","2B251","Supermarché","2019-08-28","true","200033827","9.4021082","42.0017842","0","0","","24/7","Prive","true",""
"2B303-C-001","C-001","Route de Chiatra","Croisement RT10 - RD17","SAN GIULIANO","2B303","Délaissé routier","2019-08-28","true","200033827","9.5453489","42.250305","0","0","","24/7","Collectivite de Corse (000ZL0049)","false",""
"2B303-C-002","C-002","Leclerc Alistro","Centre Cial Alistro","SAN GIULIANO","2B303","Supermarché","2019-08-28","true","200033827","9.5477843","42.2630024","0","0","","24/7","Prive","",""
"2B316-C-001","C-001","Santa Reparata","Place de l'Eglise","SANTA REPARATA DI BALAGNA","2B316","Parking","2019-08-28","true","200066611","8.929731789","42.60418034","5","0","","","Commune","true",""
"01024-C-001","C-001","Mairie d'Attignat","Place De La Fontaine- Anciens Combattants","ATTIGNAT","01024","Parking","2019-08-29","true","200071751","5.158352778","46.28957222","5","","","","","",""
"01049-C-001","C-001","Aire de covoiturage Montluel","La Boisse","LA BOISSE","01049","Aire de covoiturage","2019-08-29","true","240100610","5.048432","45.840543","100","","","","","",""
"01093-C-001","C-001","Parking Bel Air","Route De Neuville - Parking Bel Air","CHATILLON SUR CHALARONNE","01093","Parking","2019-08-29","true","200071751","4.964663889","46.12900556","10","","","","","",""
"01096-C-001","C-001","Parking La Genetiere","Route De Bourg - La Genetiere","CHAVEYRIAT","01096","Parking","2019-08-29","true","200071751","5.073319444","46.17810278","5","","","","","",""
"01096-C-002","C-002","Place du Monument","Route De Condeissiat - Place Du Monument","CHAVEYRIAT","01096","Parking","2019-08-29","true","200071751","5.059761111","46.19888333","3","","","","","",""
"01115-C-001","C-001","Place du Logis Neuf","Place Du Logis Neuf","CONFRANCON","01115","Parking","2019-08-29","true","200071751","5.055497222","46.25655278","3","","","","","",""
"01151-C-001","C-001","Place de L'Eglise","Route De Pont D'Ain - Monument Aux Morts","DRUILLAT","01151","Parking","2019-08-29","true","200071751","5.31775","46.05911111","1","","","","","",""
"01195-C-001","C-001","Place Sans Souci","Place Sans Souci","JASSERON","01195","Parking","2019-08-29","true","200071751","5.3263","46.21393889","3","","","","","",""
"01196-C-001","C-001","Parking Chemin de L'Ecole","Chemin De L'école","JAYAT","01196","Parking","2019-08-29","true","200071751","5.119902778","46.36907222","3","","","","","",""
"01236-C-001","C-001","Place de L'Eglise","Place De L'église","MARSONNAS","01236","Parking","2019-08-29","true","200071751","5.071047222","46.34124722","2","","","","","",""
"01245-C-001","C-001","Place de Bohas","D979 Place De Bohas","BOHAS MEYRIAT RIGNAT","01245","Parking","2019-08-29","true","200071751","5.388425","46.15994722","2","","","","","",""
"01248-C-001","C-001","Aire de covoiturage du Mionnay","Mionnay","MIONNAY","01248","Sortie d'autoroute","2019-08-29","true","200069193","4.899796871","45.8831017","21","","","","","",""
"01266-C-001","C-001","Place General de gaulle","Place Du Général De Gaulle","MONTREVEL EN BRESSE","01266","Parking","2019-08-29","true","200071751","5.125961111","46.33573333","5","","","","","",""
"01290-C-001","C-001","Aire de covoiturage Pérouges","Pérouges","PEROUGES","01290","Sortie d'autoroute","2019-08-29","true","240100883","5.182171","45.860683","12","","","","","",""
"01301-C-001","C-001","Parking du Stade","Route Saint Martin Le Chétel ""Stade""","POLLIAT","01301","Parking","2019-08-29","true","200071751","5.126572","46.251132","8","","","","","",""
"01301-C-002","C-002","Parking Quinconces","Route De Chamonin - ""Quinconces""","POLLIAT","01301","Parking","2019-08-29","true","200071751","5.121596","46.250066","6","","","","","",""
"01350-C-001","C-001","Terrain de Boules - Chemin des Lyonniéres","Chemin Des Lyonniéres - Terrain De Boules","ST ETIENNE DU BOIS","01350","Parking","2019-08-29","true","200071751","5.289722222","46.28322222","5","","","","","",""
"01376-C-001","C-001","Aire de covoiturage Saint-Maurice-De-Beynost","Saint-Maurice-De-Beynost","ST MAURICE DE BEYNOST","01376","Sortie d'autoroute","2019-08-29","true","240100800","4.989172","45.820935","80","","","","","",""
"01422-C-001","C-001","Place de La Fontaine","Place De La Fontaine- Anciens Combattants","TOSSIAT","01422","Parking","2019-08-29","true","200071751","5.316269444","46.14157222","1","","","","","",""
"01426-C-001","C-001","Parking du Stade","Stade De Sport","VAL REVERMONT","01426","Parking","2019-08-29","true","200071751","5.362436111","46.26710278","5","","","","","",""
"02157-C-001","C-001","Péage Laon","Gare De Péage. Autoroute A26. 02000 Chambry","CHAMBRY","02157","Sortie d'autoroute","2019-08-29","true","220200026","3.663798596","49.60744757","","","","","","",""
"02163-C-001","C-001","Super U Charly Sur Marne","Route De Pavant. 02310 Charly-Sur-Marne","CHARLY SUR MARNE","02163","Supermarché","2019-08-29","true","220200026","3.282443232","48.97251912","","","","","","",""
"02168-C-002","C-002","Carrefour Chateau Thierry","37 Avenue d'Essémes. 02400 Chéteau-Thierry","CHATEAU THIERRY","02168","Supermarché","2019-08-29","true","220200026","3.387474767","49.0406979","","","","","","",""
"02168-C-003","C-003","Leclerc Chéteau Thierry","12 Rue de la Plaine. 02400 Chéteau-Thierry","CHATEAU THIERRY","02168","Supermarché","2019-08-29","true","220200026","3.389779016","49.03736798","","","","","","",""
"02209-C-001","C-001","Mairie de ConDé En Brie","1 Rond-Point Du Cahot. 02330 ConDé-En-Brie","CONDE EN BRIE","02209","Aire de covoiturage","2019-08-29","true","220200026","3.555901022","49.00457585","","","","","","",""
"02239-C-001","C-001","Parking écoquartier Crézancy","2 Rue De Paris. 02650 Crézancy","CREZANCY","02239","Aire de covoiturage","2019-08-29","true","220200026","3.513723672","49.04996586","","","","","","",""
"02305-C-001","C-001","Super U Fére En Tardenois","Fére En Tardenois. 02130 Fére-En-Tardenois","FERE EN TARDENOIS","02305","Supermarché","2019-08-29","true","220200026","3.516296885","49.20296656","","","","","","",""
"03031-C-001","C-001","Aire de covoiturage de Bizeneuille","Lieudit Fragne","BIZENEUILLE","03031","Aire de covoiturage","2019-08-29","true","220300016","2.69891609","46.38681335","","","","","","",""
"03073-C-001","C-001","Aire de Chemilly","Echangeur RCEA (N79)","CHEMILLY","03073","Aire de covoiturage","2019-08-29","true","220300016","3.31629589","46.47358012","","","","","","",""
"03073-C-002","C-002","Parking de L'Eglise","Place de l'Eglise","CHEMILLY","03073","Parking","2019-08-29","true","220300016","3.31658635","46.48921715","4","","","","","",""
"03084-C-001","C-001","Parking du Bourg","Place de la LIberté (face garage Renault)","COSNE D ALLIER","03084","Parking","2019-08-29","true","220300016","2.83054592","46.47558623","3","","","","","",""
"03092-C-001","C-001","Parking du Bourg","Le Bourg","CRESSANGES","03092","Parking","2019-08-29","true","220300016","3.16075256","46.44417676","4","","","","","",""
"03093-C-001","C-001","Aire de covoiturage du Creuzier","Lieudit les Ancizes","CREUZIER LE NEUF","03093","Aire de covoiturage","2019-08-29","true","220300016","3.45437124","46.18481218","","","","","","",""
"03098-C-001","C-001","Parking de La Verne","Parking de la Verne","DESERTINES","03098","Parking","2019-08-29","true","220300016","2.62639058","46.34439195","3","","","","","",""
"03101-C-001","C-001","Stade","Parking du Stade","DOMERAT","03101","Parking","2019-08-29","true","220300016","2.54675315","46.35823287","50","","","","","",""
"03102-C-001","C-001","Parking Thomassots","Les Thomassots","DOMPIERRE SUR BESBRE","03102","Parking","2019-08-29","true","220300016","3.68849384","46.51791574","6","","","","","",""
"03118-C-001","C-001","Aire de covoiturage des Chillins","Les Chillins proximité echangeur A71-A719","GANNAT","03118","Aire de covoiturage","2019-08-29","true","220300016","3.13837825","46.10311391","20","","","","","",""
"03118-C-002","C-002","Place Saint-James","Place Saint James","GANNAT","03118","Parking","2019-08-29","true","220300016","3.19906571","46.09634674","5","","","","","",""
"03118-C-003","C-003","Za Les Clos durs","ZA les Clos Durs","GANNAT","03118","Parking","2019-08-29","true","220300016","3.2030103","46.11107088","5","","","","","",""
"03122-C-001","C-001","Parking de La Mairie","Le Bourg","GIPCY","03122","Parking","2019-08-29","true","220300016","3.05378868","46.50258963","5","","","","","",""
"03132-C-001","C-001","Place du Marché Couvert","Place du Marché Couvert","JALIGNY SUR BESBRE","03132","Parking","2019-08-29","true","220300016","3.59436117","46.37931377","5","","","","","",""
"03138-C-001","C-001","Aire des Vérités","Bellevue","LAPALISSE","03138","Aire de covoiturage","2019-08-29","true","220300016","3.61326614","46.24541141","25","","","","","",""
"03138-C-002","C-002","Place Jean Macé","Place Jean Macé","LAPALISSE","03138","Parking","2019-08-29","true","220300016","3.62925909","46.24866192","5","","","","","",""
"03183-C-001","C-001","Place du Champ de Foire","Place du champ de foire","LE MONTET","03183","Parking","2019-08-29","true","220300016","3.0535136","46.40858365","5","","","","","",""
"03185-C-001","C-001","Parking Saint-Jean","Route de Néris","MONTLUCON","03185","Parking","2019-08-29","true","220300016","2.6099707","46.32602626","5","","","","","",""
"03234-C-001","C-001","Parking Salle Polyvalente","Salle Polyvalente. place de la Mairie","ST GERAND DE VAUX","03234","Parking","2019-08-29","true","220300016","3.40064274","46.38009454","6","","","","","",""
"03262-C-001","C-001","Centre Aqualudique","Parking Centre Aqualudique","ST VICTOR","03262","Parking","2019-08-29","true","220300016","2.58529404","46.37863358","5","","","","","",""
"03291-C-001","C-001","Parking Lieu-Dit L'Hermitage","Lieu dit l'Hermitage","TREZELLES","03291","Parking","2019-08-29","true","220300016","3.58485918","46.32831573","4","","","","","",""
"04001-C-001","C-001","Place de La Mairie","5 Place de la Mairie. 04510 Aiglun","AIGLUN","04001","Parking","2019-08-29","true","220400014","6.144045","44.050758","","","","","","",""
"04019-C-001","C-001","Parking Allée des Pins","4 Allée des Pins. 04400 Barcelonnette","BARCELONNETTE","04019","Parking","2019-08-29","true","220400014","6.635163","44.386475","","","","","","",""
"04022-C-001","C-001","Parking du Cimetiére","Le Village. 04330 Barréme","BARREME","04022","Parking","2019-08-29","true","220400014","6.372135","43.955113","","","","","","",""
"04026-C-001","C-001","Parking Parcelle 683 Sur La D951. Ancien Point Relais Information","Les Mouliniers. 05190 Bréziers","BELLAFFAIRE","04026","Parking","2019-08-29","true","220400014","6.184797","44.422655","","","","","","",""
"04031-C-001","C-001","Place St Jean La Bégude. Bras D'Asse","1 Route de la Fontaine. 04270 Bras-d'Asse","BRAS D ASSE","04031","Parking","2019-08-29","true","220400014","6.13412","43.920125","","","","","","",""
"04036-C-001","C-001","Parking de La Mairie","Le Brusquet - Village. 04420 Le Brusquet","LE BRUSQUET","04036","Parking","2019-08-29","true","220400014","6.313541","44.161969","","","","","","",""
"04067-C-001","C-001","Parking du Passavour","La cabine du passavour. 04200 Curel","CUREL","04067","Parking","2019-08-29","true","220400014","5.672785","44.176217","","","","","","",""
"04070-C-001","C-001","Parking Décathlon Route de Marseille","5 Route de Marseille. 04000 Digne-les-Bains","DIGNE LES BAINS","04070","Parking","2019-08-29","true","220400014","6.17887","44.069529","","","","","","",""
"04084-C-001","C-001","Parking Entrée de Village","D907 à droite de l'entrée du village en arrivant de Mézel","ESTOUBLON","04084","Parking","2019-08-29","true","220400014","6.17125","43.943831","","","","","","",""
"04086-C-001","C-001","Place de L'église","2 Le Village. 04400 Faucon-de-Barcelonnette","FAUCON DE BARCELONNETTE","04086","Parking","2019-08-29","true","220400014","6.678269","44.393746","","","","","","",""
"04104-C-001","C-001","Parking devant Le Camping ""Les Lauzons""","Les Bouires","LIMANS","04104","Parking","2019-08-29","true","220400014","5.733151","43.973047","","","","","","",""
"04110-C-001","C-001","Parking de L'Esplanade Jean Moulin","4586 Avenue du Général de Gaulle. 04510 Mallemoisson","MALLEMOISSON","04110","Parking","2019-08-29","true","220400014","6.126217","44.041722","","","","","","",""
"04122-C-001","C-001","Parking Au Carrefour des 4 Chemins","D117 & D17","MIRABEAU","04122","Parking","2019-08-29","true","220400014","6.10239","44.05902","","","","","","",""
"04174-C-001","C-001","Parking du Croisement D460 et Rn202 (Au Passage à Niveau)","D460. 04240 Saint-Benoét","ST BENOIT","04174","Parking","2019-08-29","true","220400014","6.724074","43.960158","","","","","","",""
"04217-C-001","C-001","Parking du Quartier Les Bourres","19 Les Bourres. 04380 Thoard","THOARD","04217","Parking","2019-08-29","true","220400014","6.132315","44.136228","","","","","","",""
"04217-C-002","C-002","Place du Village","206 Boulevard Paul Avignon. 04380 Thoard","THOARD","04217","Parking","2019-08-29","true","220400014","6.148995","44.149327","","","","","","",""
"04220-C-001","C-001","Parking de La Poste","PLACE FERNAND GILLY. Lotissement le Clét. 04400 Les Thuiles","LES THUILES","04220","Parking","2019-08-29","true","220400014","6.572451","44.394026","","","","","","",""
"04222-C-001","C-001","Parking du Stade","Avenue Paul Honnorat. 04250 Turriers","TURRIERS","04222","Parking","2019-08-29","true","220400014","6.170568","44.399939","","","","","","",""
"04226-C-001","C-001","Parking de La Za des Chabrand","15 Traverse du Bachelard. 04400 Barcelonnette","UVERNET FOURS","04226","Parking","2019-08-29","true","220400014","6.627212","44.377922","","","","","","",""
"04226-C-002","C-002","Parking Godille Tabac","Pra Loup 1500. 04400 Pra-Loup","UVERNET FOURS","04226","Parking","2019-08-29","true","220400014","6.614785","44.360672","","","","","","",""
"04230-C-001","C-001","Parking de La Salle Polyvalente","6018 Pl. Frederic Mistral. 04210 Valensole","VALENSOLE","04230","Parking","2019-08-29","true","220400014","5.986746","43.836375","","","","","","",""
"04244-C-001","C-001","Aire de Loisirs Mathieu Perona","33 La Coueste. 04290 Volonne","VOLONNE","04244","Parking","2019-08-29","true","220400014","6.009842","44.109882","","","","","","",""
"04245-C-001","C-001","Aire de covoiturage de Volx","A51. 04130 Volx","VOLX","04245","Aire de covoiturage","2019-08-29","true","220400014","5.848225","43.842979","","","","","","",""
"06069-C-001","C-001","Parc Relais Alambic","D9. 06130 Grasse","GRASSE","06069","Parking relais","2019-08-29","true","220600019","6.936138","43.641102","","","","","","",""
"06079-C-001","C-001","Parc Relais La Canardiére","Zone Industrielle De La Canardiére. Avenue du Maréchal Lyautey. 06210 Mandelieu-la-Napoule","MANDELIEU LA NAPOULE","06079","Parking relais","2019-08-29","true","220600019","6.946097","43.553332","","","","","","",""
"06084-C-001","C-001","Parc Relais Giratoire Pénétrante","600 Route de la Roquette. 06370 Mouans-Sartoux","MOUANS SARTOUX","06084","Parking relais","2019-08-29","true","220600019","6.967739","43.612562","","","","","","",""
"06161-C-001","C-001","Parc Relais Les Plans","117 Avenue des Ferrayonnes. 06270 Villeneuve-Loubet","VILLENEUVE LOUBET","06161","Parking relais","2019-08-29","true","220600019","7.127547","43.652775","","","","","","",""
"07005-C-001","C-001","Station de service Alba la Romaine","D263A. 07400 Alba-la-Romaine","ALBA LA ROMAINE","07005","Parking","2019-08-29","true","220700017","4.595806","44.56277","20","","","","","",""
"07009-C-001","C-001","Station Essence Torrenson","10 Avenue de Beaucaire. 07340 Andance","ANDANCE","07009","Parking","2019-08-29","true","220700017","4.798276","45.23621","","","","","","",""
